Wave,Main
789.0,8731.00
790.0,6399.00
791.0,5479.00
792.0,5200.00
793.0,5111.00
794.0,5007.00
795.0,4938.00
796.0,4850.00
797.0,4725.00
798.0,4646.00
799.0,4591.00
800.0,4569.00
801.0,4529.00
802.0,4507.00
803.0,4501.00
804.0,4487.00
805.0,4475.00
806.0,4495.00
807.0,4507.00
808.0,4510.00
809.0,4515.00
810.0,4491.00
811.0,4514.00
812.0,4470.00
813.0,4481.00
814.0,4466.00
815.0,4486.00
816.0,4457.00
817.0,4417.00
818.0,4430.00
819.0,4425.00
820.0,4424.00
821.0,4415.00
822.0,4447.00
823.0,4449.00
824.0,4407.00
825.0,4429.00
826.0,4423.00
827.0,4423.00
828.0,4435.00
829.0,4399.00
830.0,4395.00
831.0,4395.00
832.0,4399.00
833.0,4370.00
834.0,4391.00
835.0,4375.00
836.0,4351.00
837.0,4302.00
838.0,4317.00
839.0,4298.00
840.0,4283.00
841.0,4287.00
842.0,4284.00
843.0,4302.00
844.0,4289.00
845.0,4275.00
846.0,4270.00
847.0,4285.00
848.0,4265.00
849.0,4278.00
850.0,4287.00
851.0,4265.00
852.0,4262.00
853.0,4235.00
854.0,4249.00
855.0,4242.00
856.0,4255.00
857.0,4241.00
858.0,4195.00
859.0,4231.00
860.0,4221.00
861.0,4215.00
862.0,4190.00
863.0,4207.00
864.0,4210.00
865.0,4226.00
866.0,4215.00
867.0,4221.00
868.0,4227.00
869.0,4257.00
870.0,4281.00
871.0,4278.00
872.0,4283.00
873.0,4303.00
874.0,4307.00
875.0,4331.00
876.0,4313.00
877.0,4318.00
878.0,4263.00
879.0,4315.00
880.0,4299.00
881.0,4303.00
882.0,4293.00
883.0,4259.00
884.0,4259.00
885.0,4283.00
886.0,4275.00
887.0,4262.00
888.0,4287.00
889.0,4282.00
890.0,4291.00
891.0,4279.00
892.0,4292.00
893.0,4315.00
894.0,4277.00
895.0,4286.00
896.0,4306.00
897.0,4313.00
898.0,4354.00
899.0,4342.00
900.0,4377.00
901.0,4364.00
902.0,4387.00
903.0,4345.00
904.0,4356.00
905.0,4351.00
906.0,4349.00
907.0,4350.00
908.0,4343.00
909.0,4357.00
910.0,4382.00
911.0,4343.00
912.0,4368.00
913.0,4358.00
914.0,4342.00
915.0,4332.00
916.0,4318.00
917.0,4317.00
918.0,4316.00
919.0,4316.00
920.0,4312.00
921.0,4333.00
922.0,4330.00
923.0,4329.00
924.0,4292.00
925.0,4316.00
926.0,4298.00
927.0,4320.00
928.0,4294.00
929.0,4265.00
930.0,4280.00
931.0,4304.00
932.0,4288.00
933.0,4272.00
934.0,4266.00
935.0,4261.00
936.0,4224.00
937.0,4237.00
938.0,4248.00
939.0,4273.00
940.0,4250.00
941.0,4253.00
942.0,4327.00
943.0,4373.00
944.0,4374.00
945.0,4408.00
946.0,4439.00
947.0,4483.00
948.0,4402.00
949.0,4348.00
950.0,4268.00
951.0,4259.00
952.0,4231.00
953.0,4225.00
954.0,4217.00
955.0,4212.00
956.0,4206.00
957.0,4186.00
958.0,4207.00
959.0,4219.00
960.0,4212.00
961.0,4204.00
962.0,4205.00
963.0,4191.00
964.0,4198.00
965.0,4212.00
966.0,4189.00
967.0,4174.00
968.0,4182.00
969.0,4180.00
970.0,4209.00
971.0,4174.00
972.0,4164.00
973.0,4172.00
974.0,4173.00
975.0,4175.00
976.0,4192.00
977.0,4185.00
978.0,4181.00
979.0,4162.00
980.0,4178.00
981.0,4172.00
982.0,4163.00
983.0,4126.00
984.0,4136.00
985.0,4156.00
986.0,4137.00
987.0,4146.00
988.0,4140.00
989.0,4140.00
990.0,4141.00
991.0,4134.00
992.0,4121.00
993.0,4132.00
994.0,4137.00
995.0,4123.00
996.0,4121.00
997.0,4110.00
998.0,4112.00
999.0,4087.00
1000.0,4118.00
1001.0,4095.00
1002.0,4101.00
1003.0,4100.00
1004.0,4126.00
1005.0,4096.00
1006.0,4099.00
1007.0,4130.00
1008.0,4101.00
1009.0,4108.00
1010.0,4089.00
1011.0,4099.00
1012.0,4117.00
1013.0,4106.00
1014.0,4104.00
1015.0,4107.00
1016.0,4127.00
1017.0,4130.00
1018.0,4104.00
1019.0,4105.00
1020.0,4094.00
1021.0,4098.00
1022.0,4092.00
1023.0,4101.00
1024.0,4114.00
1025.0,4117.00
1026.0,4081.00
1027.0,4124.00
1028.0,4102.00
1029.0,4108.00
1030.0,4107.00
1031.0,4078.00
1032.0,4117.00
1033.0,4077.00
1034.0,4121.00
1035.0,4099.00
1036.0,4097.00
1037.0,4115.00
1038.0,4098.00
1039.0,4094.00
1040.0,4139.00
1041.0,4090.00
1042.0,4099.00
1043.0,4096.00
1044.0,4084.00
1045.0,4082.00
1046.0,4101.00
1047.0,4107.00
1048.0,4108.00
1049.0,4104.00
1050.0,4093.00
1051.0,4086.00
1052.0,4119.00
1053.0,4076.00
1054.0,4081.00
1055.0,4079.00
1056.0,4093.00
1057.0,4099.00
1058.0,4105.00
1059.0,4111.00
1060.0,4099.00
1061.0,4103.00
1062.0,4107.00
1063.0,4110.00
1064.0,4066.00
1065.0,4083.00
1066.0,4099.00
1067.0,4094.00
1068.0,4092.00
1069.0,4072.00
1070.0,4115.00
1071.0,4098.00
1072.0,4092.00
1073.0,4088.00
1074.0,4077.00
1075.0,4106.00
1076.0,4121.00
1077.0,4117.00
1078.0,4133.00
1079.0,4123.00
1080.0,4101.00
1081.0,4115.00
1082.0,4155.00
1083.0,4127.00
1084.0,4135.00
1085.0,4147.00
1086.0,4123.00
1087.0,4143.00
1088.0,4150.00
1089.0,4166.00
1090.0,4199.00
1091.0,4206.00
1092.0,4231.00
1093.0,4216.00
1094.0,4245.00
1095.0,4251.00
1096.0,4277.00
1097.0,4310.00
1098.0,4340.00
1099.0,4367.00
1100.0,4407.00
1101.0,4398.00
1102.0,4473.00
1103.0,4537.00
1104.0,4610.00
1105.0,4815.00
1106.0,5501.00
1107.0,7450.00
1108.0,11751.00
1109.0,18773.00
1110.0,29434.00
1111.0,42031.00
1112.0,53401.00
1113.0,64111.00
1114.0,65535.00
1115.0,65535.00
1116.0,65535.00
1117.0,41402.00
1118.0,21646.00
1119.0,14396.00
1120.0,9554.00
1121.0,6400.00
1122.0,5141.00
1123.0,4777.00
1124.0,4640.00
1125.0,4565.00
1126.0,4548.00
1127.0,4526.00
1128.0,4503.00
1129.0,4493.00
1130.0,4478.00
1131.0,4425.00
1132.0,4344.00
1133.0,4322.00
1134.0,4251.00
1135.0,4249.00
1136.0,4250.00
1137.0,4221.00
1138.0,4205.00
1139.0,4195.00
1140.0,4211.00
1141.0,4172.00
1142.0,4194.00
1143.0,4174.00
1144.0,4215.00
1145.0,4235.00
1146.0,4229.00
1147.0,4217.00
1148.0,4249.00
1149.0,4206.00
1150.0,4183.00
1151.0,4202.00
1152.0,4187.00
1153.0,4191.00
1154.0,4200.00
1155.0,4170.00
1156.0,4157.00
1157.0,4179.00
1158.0,4199.00
1159.0,4193.00
1160.0,4201.00
1161.0,4198.00
1162.0,4199.00
1163.0,4191.00
1164.0,4178.00
1165.0,4187.00
1166.0,4184.00
1167.0,4179.00
1168.0,4186.00
1169.0,4200.00
1170.0,4219.00
1171.0,4216.00
1172.0,4218.00
1173.0,4197.00
1174.0,4197.00
1175.0,4170.00
1176.0,4188.00
1177.0,4165.00
1178.0,4178.00
1179.0,4143.00
1180.0,4140.00
1181.0,4124.00
1182.0,4127.00
1183.0,4152.00
1184.0,4110.00
1185.0,4133.00
1186.0,4133.00
1187.0,4166.00
1188.0,4133.00
1189.0,4136.00
1190.0,4134.00
1191.0,4142.00
1192.0,4144.00
1193.0,4171.00
1194.0,4149.00
1195.0,4128.00
1196.0,4172.00
1197.0,4192.00
1198.0,4162.00
1199.0,4130.00
1200.0,4189.00
1201.0,4197.00
1202.0,4232.00
1203.0,4244.00
1204.0,4325.00
1205.0,4507.00
1206.0,4967.00
1207.0,5909.00
1208.0,7268.00
1209.0,9590.00
1210.0,12183.00
1211.0,14938.00
1212.0,18347.00
1213.0,22257.00
1214.0,21549.00
1215.0,16878.00
1216.0,13880.00
1217.0,14458.00
1218.0,16370.00
1219.0,19546.00
1220.0,22081.00
1221.0,19145.00
1222.0,12449.00
1223.0,7608.00
1224.0,5632.00
1225.0,4811.00
1226.0,4490.00
1227.0,4383.00
1228.0,4336.00
1229.0,4364.00
1230.0,4311.00
1231.0,4332.00
1232.0,4262.00
1233.0,4292.00
1234.0,4273.00
1235.0,4278.00
1236.0,4245.00
1237.0,4293.00
1238.0,4244.00
1239.0,4239.00
1240.0,4232.00
1241.0,4259.00
1242.0,4254.00
1243.0,4261.00
1244.0,4246.00
1245.0,4236.00
1246.0,4259.00
1247.0,4280.00
1248.0,4251.00
1249.0,4284.00
1250.0,4304.00
1251.0,4322.00
1252.0,4284.00
1253.0,4319.00
1254.0,4329.00
1255.0,4312.00
1256.0,4300.00
1257.0,4304.00
1258.0,4331.00
1259.0,4314.00
1260.0,4341.00
1261.0,4333.00
1262.0,4328.00
1263.0,4326.00
1264.0,4329.00
1265.0,4319.00
1266.0,4338.00
1267.0,4332.00
1268.0,4297.00
1269.0,4315.00
1270.0,4307.00
1271.0,4293.00
1272.0,4316.00
1273.0,4267.00
1274.0,4278.00
1275.0,4299.00
1276.0,4298.00
1277.0,4249.00
1278.0,4275.00
1279.0,4256.00
1280.0,4270.00
1281.0,4252.00
1282.0,4243.00
1283.0,4246.00
1284.0,4245.00
1285.0,4221.00
1286.0,4228.00
1287.0,4206.00
1288.0,4224.00
1289.0,4218.00
1290.0,4206.00
1291.0,4221.00
1292.0,4213.00
1293.0,4216.00
1294.0,4217.00
1295.0,4249.00
1296.0,4234.00
1297.0,4254.00
1298.0,4249.00
1299.0,4247.00
1300.0,4282.00
1301.0,4228.00
1302.0,4237.00
1303.0,4242.00
1304.0,4235.00
1305.0,4232.00
1306.0,4225.00
1307.0,4239.00
1308.0,4249.00
1309.0,4239.00
1310.0,4229.00
1311.0,4226.00
1312.0,4222.00
1313.0,4242.00
1314.0,4219.00
1315.0,4219.00
1316.0,4196.00
1317.0,4205.00
1318.0,4220.00
1319.0,4230.00
1320.0,4195.00
1321.0,4205.00
1322.0,4215.00
1323.0,4213.00
1324.0,4245.00
1325.0,4222.00
1326.0,4206.00
1327.0,4203.00
1328.0,4195.00
1329.0,4238.00
1330.0,4208.00
1331.0,4205.00
1332.0,4186.00
1333.0,4230.00
1334.0,4177.00
1335.0,4212.00
1336.0,4199.00
1337.0,4196.00
1338.0,4169.00
1339.0,4191.00
1340.0,4184.00
1341.0,4154.00
1342.0,4193.00
1343.0,4183.00
1344.0,4183.00
1345.0,4201.00
1346.0,4165.00
1347.0,4139.00
1348.0,4171.00
1349.0,4179.00
1350.0,4154.00
1351.0,4178.00
1352.0,4179.00
1353.0,4174.00
1354.0,4191.00
1355.0,4168.00
1356.0,4164.00
1357.0,4170.00
1358.0,4169.00
1359.0,4174.00
1360.0,4181.00
1361.0,4193.00
1362.0,4185.00
1363.0,4167.00
1364.0,4185.00
1365.0,4214.00
1366.0,4214.00
1367.0,4167.00
1368.0,4202.00
1369.0,4186.00
1370.0,4205.00
1371.0,4204.00
1372.0,4198.00
1373.0,4169.00
1374.0,4172.00
1375.0,4191.00
1376.0,4188.00
1377.0,4184.00
1378.0,4206.00
1379.0,4164.00
1380.0,4163.00
1381.0,4189.00
1382.0,4173.00
1383.0,4181.00
1384.0,4184.00
1385.0,4183.00
1386.0,4167.00
1387.0,4162.00
1388.0,4199.00
1389.0,4181.00
1390.0,4183.00
1391.0,4178.00
1392.0,4173.00
1393.0,4162.00
1394.0,4167.00
1395.0,4167.00
1396.0,4157.00
1397.0,4154.00
1398.0,4165.00
1399.0,4126.00
1400.0,4138.00
1401.0,4150.00
1402.0,4161.00
1403.0,4167.00
1404.0,4153.00
1405.0,4153.00
1406.0,4149.00
1407.0,4139.00
1408.0,4139.00
1409.0,4126.00
1410.0,4175.00
1411.0,4139.00
1412.0,4135.00
1413.0,4155.00
1414.0,4141.00
1415.0,4147.00
1416.0,4154.00
1417.0,4155.00
1418.0,4130.00
1419.0,4142.00
1420.0,4147.00
1421.0,4164.00
1422.0,4135.00
1423.0,4137.00
1424.0,4149.00
1425.0,4142.00
1426.0,4164.00
1427.0,4171.00
1428.0,4162.00
1429.0,4142.00
1430.0,4169.00
1431.0,4156.00
1432.0,4162.00
1433.0,4133.00
1434.0,4149.00
1435.0,4138.00
1436.0,4141.00
1437.0,4141.00
1438.0,4138.00
1439.0,4127.00
1440.0,4133.00
1441.0,4127.00
1442.0,4127.00
1443.0,4136.00
1444.0,4110.00
1445.0,4111.00
1446.0,4107.00
1447.0,4126.00
1448.0,4125.00
1449.0,4121.00
1450.0,4131.00
1451.0,4122.00
1452.0,4141.00
1453.0,4130.00
1454.0,4151.00
1455.0,4119.00
1456.0,4141.00
1457.0,4126.00
1458.0,4109.00
1459.0,4123.00
1460.0,4107.00
1461.0,4111.00
1462.0,4133.00
1463.0,4126.00
1464.0,4127.00
1465.0,4099.00
1466.0,4098.00
1467.0,4103.00
1468.0,4124.00
1469.0,4115.00
1470.0,4115.00
1471.0,4116.00
1472.0,4118.00
1473.0,4117.00
1474.0,4118.00
1475.0,4106.00
1476.0,4104.00
1477.0,4120.00
1478.0,4119.00
1479.0,4124.00
1480.0,4120.00
1481.0,4113.00
1482.0,4089.00
1483.0,4118.00
1484.0,4129.00
1485.0,4113.00
1486.0,4130.00
1487.0,4131.00
1488.0,4120.00
1489.0,4110.00
1490.0,4131.00
1491.0,4109.00
1492.0,4130.00
1493.0,4108.00
1494.0,4109.00
1495.0,4114.00
